year	pubAll	pubStrongD_speciesAll	pubWeakD_speciesAll	pubStrongD_speciesMusMusculus	pubWeakD_speciesMusMusculus	pubStrongD_speciesHomoSapiens	pubWeakD_speciesHomoSapiens	pubStrongD_speciesMusMusculusHomoSapiens	pubWeakD_speciesMusMusculusHomoSapiens	pubSame_speciesAll	pubDiff_speciesAll	pubSame_speciesMusMusculus	pubDiff_speciesMusMusculus	pubSame_speciesHomoSapiens	pubDiff_speciesHomoSapiens	pubSame_speciesMusMusculusHomoSapiens	pubDiff_speciesMusMusculusHomoSapiens	pubWithGene_MusMusculus	pubWithGene_HomoSapiens	pubWithGene_MusMusculusHomoSapiens
1821	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1822	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1823	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1824	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1825	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1826	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1827	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1828	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1829	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1830	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1831	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1832	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1833	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1834	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1835	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1836	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1838	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1840	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1841	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1842	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1843	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1844	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1845	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1847	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1848	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1849	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1850	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1851	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1853	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1855	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1856	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1857	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1858	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1859	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1860	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1862	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1863	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1864	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1867	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1868	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1869	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1871	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1872	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1873	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1874	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1875	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1876	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1877	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1878	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1879	1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1880	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1881	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1882	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1883	1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1884	1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1885	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1886	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1887	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1888	2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889	3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1890	2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1892	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1899	3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1904	3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	4563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1910	4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	4814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1912	4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1913	5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	5029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1916	4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1917	4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1918	4066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1919	4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1920	5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1921	4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1922	4101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1923	4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1924	4933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1925	5039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1926	5382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1927	5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928	5506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929	5732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1930	5669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1931	5538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1932	5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1933	5651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	5556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	5349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1938	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1939	5588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1940	4981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1941	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	4579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945	18690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	50536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	62107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	70757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	62658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	85322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1951	103641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1952	108030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	108786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	105915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	108506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	106894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	111400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	109271	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
1959	109893	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
1960	112135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	120029	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2
1962	125654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	141475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	162027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	176633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	180090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	191999	0	2	0	1	0	0	0	1	2	0	1	0	0	0	1	0	1	0	1
1968	208105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	215230	0	3	0	0	0	2	0	2	3	0	0	0	2	0	2	0	0	2	2
1970	219306	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1971	223559	0	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1
1972	227742	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3	3
1973	231008	0	7	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	7	7
1974	235137	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
1975	249059	4	102	0	5	4	43	4	48	55	0	3	0	25	0	28	0	5	47	52
1976	254935	5	121	0	8	2	60	2	68	46	0	5	0	17	0	22	0	8	62	70
1977	262175	6	103	0	3	5	45	5	48	37	3	2	0	17	0	19	0	3	50	53
1978	272367	2	138	0	7	2	72	2	79	49	9	3	0	17	1	20	1	7	74	81
1979	281962	5	133	0	9	4	57	4	66	53	7	4	1	19	4	23	5	9	61	70
1980	280521	9	160	0	12	6	61	6	73	66	12	6	1	21	5	27	6	12	67	79
1981	283391	10	203	0	12	4	79	4	91	84	23	4	4	28	8	32	12	12	83	95
1982	295422	8	219	0	22	6	87	6	109	81	35	8	4	31	10	39	14	22	93	115
1983	309280	4	324	0	24	4	104	4	128	128	45	10	8	41	17	51	25	24	108	132
1984	318183	9	383	0	33	6	141	6	174	138	86	16	12	52	29	68	41	33	147	180
1985	335028	37	441	3	38	8	145	11	183	150	103	14	11	47	34	61	45	41	153	194
1986	349315	23	489	1	44	12	180	13	224	143	136	9	23	55	39	64	62	45	192	237
1987	367588	34	578	5	46	12	211	17	257	137	182	11	21	46	57	57	78	51	223	274
1988	386767	33	581	2	32	13	208	15	240	165	178	8	13	62	48	70	61	34	221	255
1989	402331	43	682	5	36	24	257	29	293	179	210	10	18	67	63	77	81	41	281	322
1990	410258	50	797	5	75	29	279	34	354	197	283	15	37	79	75	94	112	80	308	388
1991	412842	46	787	10	61	26	267	36	328	213	231	21	31	82	60	103	91	71	293	364
1992	417625	44	905	4	75	32	343	36	418	255	293	17	34	135	76	152	110	79	375	454
1993	426213	76	933	11	86	48	337	59	423	253	312	23	45	110	97	133	142	97	385	482
1994	437907	90	1067	18	106	51	383	69	489	324	308	47	38	136	93	183	131	124	434	558
1995	448342	116	1065	19	115	77	392	96	507	299	314	38	41	144	88	182	129	134	469	603
1996	458013	136	1109	33	168	82	393	115	561	293	370	55	72	131	109	186	181	201	475	676
1997	449087	189	1273	34	186	123	463	157	649	360	405	58	61	159	141	217	202	220	586	806
1998	470863	204	1511	38	258	132	560	170	818	441	467	78	91	205	149	283	240	296	692	988
1999	488176	309	1576	79	301	185	626	264	927	497	442	95	94	235	164	330	258	380	811	1191
2000	526346	305	1669	51	326	214	670	265	996	611	456	130	86	295	177	425	263	377	884	1261
2001	541272	425	1740	70	349	279	728	349	1077	701	475	145	98	373	189	518	287	419	1007	1426
2002	567544	430	1925	85	405	288	806	373	1211	788	485	173	102	423	183	596	285	490	1094	1584
2003	586170	430	2088	102	445	270	934	372	1379	842	483	199	99	430	210	629	309	547	1204	1751
2004	620757	536	2350	121	552	333	1026	454	1578	986	537	226	117	499	234	725	351	673	1359	2032
2005	656987	697	2545	129	615	486	1118	615	1733	1129	570	291	115	603	257	894	372	744	1604	2348
2006	687282	783	2875	170	701	520	1373	690	2074	1325	590	339	140	731	266	1070	406	871	1893	2764
2007	712625	933	3416	225	926	582	1509	807	2435	1624	698	481	175	809	325	1290	500	1151	2091	3242
2008	751436	1611	6180	418	1989	882	2558	1300	4547	2885	1236	937	365	1308	512	2245	877	2407	3440	5847
2009	785315	2918	11230	972	3974	1456	4383	2428	8357	5324	2075	1976	717	2233	835	4209	1552	4946	5839	10785
2010	833422	3213	12466	1022	4333	1640	5024	2662	9357	5895	2364	2154	772	2524	981	4678	1753	5355	6664	12019
2011	877401	3864	15073	1368	5547	1928	6008	3296	11555	7200	2743	2812	984	2983	1092	5795	2076	6915	7936	14851
2012	940900	4832	18981	1639	6854	2459	8189	4098	15043	9062	3469	3408	1263	4100	1390	7508	2653	8493	10648	19141
2013	996632	5329	20881	1790	7335	2750	9109	4540	16444	9818	3892	3581	1343	4427	1675	8008	3018	9125	11859	20984
2014	1044260	5148	20744	1636	7011	2725	9562	4361	16573	9895	3799	3477	1265	4669	1684	8146	2949	8647	12287	20934
2015	1087259	5532	23465	1725	8006	3018	10789	4743	18795	11090	4343	3841	1484	5359	1935	9200	3419	9731	13807	23538
2016	1113943	4720	19420	1613	7041	2457	8622	4070	15663	9246	3631	3421	1268	4295	1600	7716	2868	8654	11079	19733
2017	1123788	2481	10190	823	3475	1326	4794	2149	8269	4924	1945	1655	647	2461	897	4116	1544	4298	6120	10418
2018	1170812	0	10	0	3	0	4	0	7	5	4	2	1	2	2	4	3	3	4	7
2019	1311209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	18465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
