year	pubAll	pubStrongD_speciesAll	pubWeakD_speciesAll	pubStrongD_speciesMusMusculus	pubWeakD_speciesMusMusculus	pubStrongD_speciesHomoSapiens	pubWeakD_speciesHomoSapiens	pubStrongD_speciesMusMusculusHomoSapiens	pubWeakD_speciesMusMusculusHomoSapiens	pubSame_speciesAll	pubDiff_speciesAll	pubSame_speciesMusMusculus	pubDiff_speciesMusMusculus	pubSame_speciesHomoSapiens	pubDiff_speciesHomoSapiens	pubSame_speciesMusMusculusHomoSapiens	pubDiff_speciesMusMusculusHomoSapiens	pubWithGene_MusMusculus	pubWithGene_HomoSapiens	pubWithGene_MusMusculusHomoSapiens
1821	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1822	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1823	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1824	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1825	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1826	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1827	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1828	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1829	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1830	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1831	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1832	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1833	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1834	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1835	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1836	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1837	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1838	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1839	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1840	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1841	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1842	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1843	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1844	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1845	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1847	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1848	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1849	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1850	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1851	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1852	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1853	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1854	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1855	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1856	629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1857	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1858	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1859	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1860	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1861	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1862	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1863	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1864	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1865	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1867	989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1868	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1869	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1871	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1872	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1873	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1874	1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1875	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1876	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1877	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1878	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1879	1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1880	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1881	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1882	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1883	1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1884	1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1885	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1886	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1887	2630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1888	2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1889	3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1890	2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1892	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1893	3229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	2812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1895	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1896	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1898	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1899	3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1902	3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1903	3427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1904	3617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1905	3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1906	3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1907	3863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1908	4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1909	4563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1910	4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911	4814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1912	4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1913	5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	5029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1915	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1916	4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1917	4010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1918	4066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1919	4387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1920	5034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1921	4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1922	4101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1923	4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1924	4933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1925	5039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1926	5382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1927	5932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928	5506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929	5732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1930	5669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1931	5538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1932	5597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1933	5651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1934	5556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1935	5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1937	5349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1938	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1939	5588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1940	4981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1941	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942	4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943	4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944	4579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1945	18690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946	50536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1947	62107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1948	70757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1949	62658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	85322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1951	103641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1952	108030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1953	108786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1954	105915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1955	108506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	106894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957	111400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	109271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1959	109893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	112135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1961	120029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1962	125654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1963	141475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1964	162027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965	176633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1966	180090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1967	191999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1968	208105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	215230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1970	219306	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1
1971	223559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1972	227742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1973	231008	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1974	235137	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1975	249059	3	9	0	0	3	6	3	6	6	2	0	0	3	2	3	2	0	9	9
1976	254935	4	16	0	0	2	10	2	10	8	0	0	0	2	0	2	0	0	12	12
1977	262175	3	8	0	1	1	3	1	4	2	0	1	0	0	0	1	0	1	4	5
1978	272367	3	18	0	0	2	14	2	14	6	1	0	0	4	1	4	1	0	16	16
1979	281962	0	22	0	1	0	15	0	16	9	1	0	0	5	1	5	1	1	15	16
1980	280521	5	20	0	0	5	12	5	12	8	2	0	0	4	1	4	1	0	17	17
1981	283391	5	24	0	0	4	14	4	14	15	1	0	0	8	1	8	1	0	18	18
1982	295422	3	40	0	1	2	28	2	29	21	2	0	0	16	1	16	1	1	30	31
1983	309280	5	47	0	1	3	28	3	29	32	2	1	0	22	1	23	1	1	31	32
1984	318183	7	72	0	1	7	46	7	47	45	8	0	1	30	4	30	5	1	53	54
1985	335028	5	99	0	3	5	63	5	66	61	8	2	1	38	3	40	4	3	68	71
1986	349315	15	91	0	0	6	51	6	51	64	13	0	0	42	4	42	4	0	57	57
1987	367588	21	173	0	1	19	113	19	114	112	25	0	1	85	6	85	7	1	132	133
1988	386767	17	154	0	2	11	103	11	105	123	12	1	1	91	2	92	3	2	114	116
1989	402331	20	307	1	2	18	213	19	215	225	30	0	0	180	12	180	12	3	231	234
1990	410258	23	346	0	4	21	263	21	267	256	35	0	4	221	13	221	17	4	284	288
1991	412842	36	337	1	3	27	235	28	238	262	30	2	0	201	13	203	13	4	262	266
1992	417625	32	492	1	5	28	344	29	349	384	32	2	1	297	10	299	11	6	372	378
1993	426213	47	488	0	5	43	355	43	360	369	42	3	0	280	24	283	24	5	398	403
1994	437907	77	526	1	10	67	376	68	386	417	33	6	1	316	20	322	21	11	443	454
1995	448342	82	573	4	6	67	383	71	389	452	41	1	2	327	14	328	16	10	450	460
1996	458013	90	666	0	12	79	472	79	484	533	36	8	1	409	15	417	16	12	551	563
1997	449087	109	754	8	20	91	505	99	525	586	67	14	4	438	21	452	25	28	596	624
1998	470863	96	770	13	25	71	544	84	569	568	58	13	6	445	28	458	34	38	615	653
1999	488176	115	815	15	43	83	548	98	591	624	78	30	10	461	24	491	34	58	631	689
2000	526346	150	928	15	58	118	656	133	714	678	87	32	7	535	36	567	43	73	774	847
2001	541272	170	1057	19	88	132	688	151	776	725	114	41	14	541	43	582	57	107	820	927
2002	567544	159	1043	19	71	121	709	140	780	735	98	44	8	565	39	609	47	90	830	920
2003	586170	195	1237	22	118	158	814	180	932	790	169	56	22	597	72	653	94	140	972	1112
2004	620757	268	1420	37	148	194	932	231	1080	915	154	88	18	682	69	770	87	185	1126	1311
2005	656987	285	1481	36	174	219	950	255	1124	905	181	90	25	679	80	769	105	210	1169	1379
2006	687282	348	1646	45	205	259	1039	304	1244	959	222	99	29	701	100	800	129	250	1298	1548
2007	712625	441	2093	75	322	301	1313	376	1635	1208	287	176	46	845	141	1021	187	397	1614	2011
2008	751436	674	2942	178	595	394	1692	572	2287	1728	439	350	79	1104	205	1454	284	773	2086	2859
2009	785315	1043	4956	300	1219	609	2708	909	3927	2834	693	680	177	1722	314	2402	491	1519	3317	4836
2010	833422	1439	6211	445	1688	810	3348	1255	5036	3656	842	1032	242	2119	351	3151	593	2133	4158	6291
2011	877401	1668	7277	494	1907	940	4027	1434	5934	4232	1004	1169	265	2442	479	3611	744	2401	4967	7368
2012	940900	1956	8358	666	2429	985	4193	1651	6622	4759	1224	1400	393	2565	498	3965	891	3095	5178	8273
2013	996632	2310	9884	722	2717	1232	5194	1954	7911	5656	1439	1595	431	3208	614	4803	1045	3439	6426	9865
2014	1044260	2448	10579	773	2900	1304	5627	2077	8527	6022	1540	1678	413	3376	703	5054	1116	3673	6931	10604
2015	1087259	2793	12345	877	3367	1575	6662	2452	10029	7043	1816	1899	492	4141	817	6040	1309	4244	8237	12481
2016	1113943	2426	10801	752	2967	1352	5947	2104	8914	6144	1701	1646	494	3668	768	5314	1262	3719	7299	11018
2017	1123788	1181	5267	384	1427	675	2913	1059	4340	2995	802	808	221	1785	361	2593	582	1811	3588	5399
2018	1170812	0	3	0	0	0	2	0	2	3	0	0	0	2	0	2	0	0	2	2
2019	1311209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2020	18465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
