gene2pubtatorcentral_2631,RePORTER_PUBLNK_C_1996_10442,TRUE
gene2pubtatorcentral_2632,RePORTER_PUBLNK_C_1996_10442,TRUE
gene2pubtatorcentral_2633,RePORTER_PUBLNK_C_1996_10442,TRUE
gene2pubtatorcentral_9334,RePORTER_PUBLNK_C_1996_13546,TRUE
gene2pubtatorcentral_9334,RePORTER_PUBLNK_C_1996_32834,TRUE
gene2pubtatorcentral_9335,RePORTER_PUBLNK_C_1996_13546,TRUE
gene2pubtatorcentral_9335,RePORTER_PUBLNK_C_1996_32834,TRUE
gene2pubtatorcentral_9336,RePORTER_PUBLNK_C_1996_13546,TRUE
gene2pubtatorcentral_9336,RePORTER_PUBLNK_C_1996_32834,TRUE
gene2pubtatorcentral_12646,RePORTER_PUBLNK_C_1996_20541,TRUE
gene2pubtatorcentral_12646,RePORTER_PUBLNK_C_1996_23662,TRUE
gene2pubtatorcentral_12646,RePORTER_PUBLNK_C_1996_39556,TRUE
gene2pubtatorcentral_12647,RePORTER_PUBLNK_C_1996_20541,TRUE
gene2pubtatorcentral_12647,RePORTER_PUBLNK_C_1996_23662,TRUE
gene2pubtatorcentral_12647,RePORTER_PUBLNK_C_1996_39556,TRUE
gene2pubtatorcentral_13482,RePORTER_PUBLNK_C_1996_23888,TRUE
gene2pubtatorcentral_13483,RePORTER_PUBLNK_C_1996_23888,TRUE
gene2pubtatorcentral_13783,RePORTER_PUBLNK_C_1996_15156,TRUE
gene2pubtatorcentral_13783,RePORTER_PUBLNK_C_1996_25435,TRUE
gene2pubtatorcentral_13784,RePORTER_PUBLNK_C_1996_15156,TRUE
gene2pubtatorcentral_13784,RePORTER_PUBLNK_C_1996_25435,TRUE
gene2pubtatorcentral_18655,RePORTER_PUBLNK_C_1996_9378,TRUE
gene2pubtatorcentral_18656,RePORTER_PUBLNK_C_1996_9378,TRUE
gene2pubtatorcentral_19666,RePORTER_PUBLNK_C_1996_33438,TRUE
gene2pubtatorcentral_19667,RePORTER_PUBLNK_C_1996_33438,TRUE
gene2pubtatorcentral_24345,RePORTER_PUBLNK_C_1996_2114,TRUE
gene2pubtatorcentral_24346,RePORTER_PUBLNK_C_1996_2114,TRUE
gene2pubtatorcentral_24349,RePORTER_PUBLNK_C_1996_3563,TRUE
gene2pubtatorcentral_24349,RePORTER_PUBLNK_C_1996_24515,TRUE
gene2pubtatorcentral_24350,RePORTER_PUBLNK_C_1996_3563,TRUE
gene2pubtatorcentral_24350,RePORTER_PUBLNK_C_1996_24515,TRUE
gene2pubtatorcentral_24351,RePORTER_PUBLNK_C_1996_3563,TRUE
gene2pubtatorcentral_24351,RePORTER_PUBLNK_C_1996_24515,TRUE
gene2pubtatorcentral_24352,RePORTER_PUBLNK_C_1996_3563,TRUE
gene2pubtatorcentral_24352,RePORTER_PUBLNK_C_1996_24515,TRUE
gene2pubtatorcentral_26647,RePORTER_PUBLNK_C_1996_13215,TRUE
gene2pubtatorcentral_26648,RePORTER_PUBLNK_C_1996_13215,TRUE
gene2pubtatorcentral_28221,RePORTER_PUBLNK_C_1996_23517,TRUE
gene2pubtatorcentral_28222,RePORTER_PUBLNK_C_1996_23517,TRUE
gene2pubtatorcentral_28330,RePORTER_PUBLNK_C_1996_15670,TRUE
gene2pubtatorcentral_28331,RePORTER_PUBLNK_C_1996_15670,TRUE
gene2pubtatorcentral_29126,RePORTER_PUBLNK_C_1996_6806,TRUE
gene2pubtatorcentral_29126,RePORTER_PUBLNK_C_1996_27614,TRUE
gene2pubtatorcentral_29127,RePORTER_PUBLNK_C_1996_6806,TRUE
gene2pubtatorcentral_29127,RePORTER_PUBLNK_C_1996_27614,TRUE
gene2pubtatorcentral_29128,RePORTER_PUBLNK_C_1996_6806,TRUE
gene2pubtatorcentral_29128,RePORTER_PUBLNK_C_1996_27614,TRUE
gene2pubtatorcentral_29129,RePORTER_PUBLNK_C_1996_6806,TRUE
gene2pubtatorcentral_29129,RePORTER_PUBLNK_C_1996_27614,TRUE
gene2pubtatorcentral_29130,RePORTER_PUBLNK_C_1996_6806,TRUE
gene2pubtatorcentral_29130,RePORTER_PUBLNK_C_1996_27614,TRUE
gene2pubtatorcentral_30365,RePORTER_PUBLNK_C_1996_16045,TRUE
gene2pubtatorcentral_30366,RePORTER_PUBLNK_C_1996_16045,TRUE
gene2pubtatorcentral_30367,RePORTER_PUBLNK_C_1996_16045,TRUE
gene2pubtatorcentral_30368,RePORTER_PUBLNK_C_1996_16045,TRUE
gene2pubtatorcentral_32685,RePORTER_PUBLNK_C_1996_28860,TRUE
gene2pubtatorcentral_32686,RePORTER_PUBLNK_C_1996_28860,TRUE
gene2pubtatorcentral_32687,RePORTER_PUBLNK_C_1996_28860,TRUE
gene2pubtatorcentral_33323,RePORTER_PUBLNK_C_1996_2119,TRUE
gene2pubtatorcentral_33324,RePORTER_PUBLNK_C_1996_2119,TRUE
gene2pubtatorcentral_33905,RePORTER_PUBLNK_C_1996_12222,TRUE
gene2pubtatorcentral_33905,RePORTER_PUBLNK_C_1996_34436,TRUE
gene2pubtatorcentral_33906,RePORTER_PUBLNK_C_1996_12222,TRUE
gene2pubtatorcentral_33906,RePORTER_PUBLNK_C_1996_34436,TRUE
gene2pubtatorcentral_33907,RePORTER_PUBLNK_C_1996_12222,TRUE
gene2pubtatorcentral_33907,RePORTER_PUBLNK_C_1996_34436,TRUE
gene2pubtatorcentral_33908,RePORTER_PUBLNK_C_1996_12222,TRUE
gene2pubtatorcentral_33908,RePORTER_PUBLNK_C_1996_34436,TRUE
