mart_export_kidney_1816,gene_disease_pmid_associations_154043,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154044,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154045,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154046,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154047,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154048,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154049,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154050,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154051,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154052,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154053,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154054,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154055,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154056,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154057,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154058,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154059,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154060,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154061,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154062,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154063,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154064,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154065,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154066,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154067,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154068,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154069,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154070,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154071,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154072,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154073,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154074,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154075,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154076,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154077,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154078,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154079,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154080,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154081,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154082,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154083,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154084,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154085,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154086,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154087,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154088,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154089,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154090,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154091,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154092,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154093,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154094,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154095,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154096,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154097,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154098,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154099,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154100,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154101,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154102,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154103,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154104,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154105,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154106,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154107,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154108,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154109,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154110,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154111,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154112,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154113,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154114,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154115,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154116,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154117,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154118,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154119,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154120,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154121,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154122,TRUE
mart_export_kidney_1816,gene_disease_pmid_associations_154123,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382735,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382736,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382737,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382738,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382739,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382740,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382741,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382742,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382743,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382744,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382745,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382746,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382747,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382748,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382749,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382750,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382751,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382752,TRUE
mart_export_kidney_2300,gene_disease_pmid_associations_382753,TRUE
mart_export_kidney_1,gene_disease_pmid_associations_1,FALSE
mart_export_kidney_2,gene_disease_pmid_associations_2,FALSE
mart_export_kidney_3,gene_disease_pmid_associations_3,FALSE
mart_export_kidney_4,gene_disease_pmid_associations_4,FALSE
mart_export_kidney_5,gene_disease_pmid_associations_5,FALSE
mart_export_kidney_6,gene_disease_pmid_associations_6,FALSE
mart_export_kidney_7,gene_disease_pmid_associations_7,FALSE
mart_export_kidney_8,gene_disease_pmid_associations_8,FALSE
mart_export_kidney_9,gene_disease_pmid_associations_9,FALSE
mart_export_kidney_10,gene_disease_pmid_associations_10,FALSE
mart_export_kidney_11,gene_disease_pmid_associations_11,FALSE
mart_export_kidney_12,gene_disease_pmid_associations_12,FALSE
mart_export_kidney_13,gene_disease_pmid_associations_13,FALSE
mart_export_kidney_14,gene_disease_pmid_associations_14,FALSE
mart_export_kidney_15,gene_disease_pmid_associations_15,FALSE
mart_export_kidney_16,gene_disease_pmid_associations_16,FALSE
mart_export_kidney_17,gene_disease_pmid_associations_17,FALSE
mart_export_kidney_18,gene_disease_pmid_associations_18,FALSE
mart_export_kidney_19,gene_disease_pmid_associations_19,FALSE
mart_export_kidney_20,gene_disease_pmid_associations_20,FALSE
mart_export_kidney_21,gene_disease_pmid_associations_21,FALSE
mart_export_kidney_22,gene_disease_pmid_associations_22,FALSE
mart_export_kidney_23,gene_disease_pmid_associations_23,FALSE
mart_export_kidney_24,gene_disease_pmid_associations_24,FALSE
mart_export_kidney_25,gene_disease_pmid_associations_25,FALSE
mart_export_kidney_26,gene_disease_pmid_associations_26,FALSE
mart_export_kidney_27,gene_disease_pmid_associations_27,FALSE
mart_export_kidney_28,gene_disease_pmid_associations_28,FALSE
mart_export_kidney_29,gene_disease_pmid_associations_29,FALSE
mart_export_kidney_30,gene_disease_pmid_associations_30,FALSE
mart_export_kidney_31,gene_disease_pmid_associations_31,FALSE
mart_export_kidney_32,gene_disease_pmid_associations_32,FALSE
mart_export_kidney_33,gene_disease_pmid_associations_33,FALSE
mart_export_kidney_34,gene_disease_pmid_associations_34,FALSE
mart_export_kidney_35,gene_disease_pmid_associations_35,FALSE
mart_export_kidney_36,gene_disease_pmid_associations_36,FALSE
mart_export_kidney_37,gene_disease_pmid_associations_37,FALSE
mart_export_kidney_38,gene_disease_pmid_associations_38,FALSE
mart_export_kidney_39,gene_disease_pmid_associations_39,FALSE
mart_export_kidney_40,gene_disease_pmid_associations_40,FALSE
mart_export_kidney_41,gene_disease_pmid_associations_41,FALSE
mart_export_kidney_42,gene_disease_pmid_associations_42,FALSE
mart_export_kidney_43,gene_disease_pmid_associations_43,FALSE
mart_export_kidney_44,gene_disease_pmid_associations_44,FALSE
mart_export_kidney_45,gene_disease_pmid_associations_45,FALSE
mart_export_kidney_46,gene_disease_pmid_associations_46,FALSE
mart_export_kidney_47,gene_disease_pmid_associations_47,FALSE
mart_export_kidney_48,gene_disease_pmid_associations_48,FALSE
mart_export_kidney_49,gene_disease_pmid_associations_49,FALSE
mart_export_kidney_50,gene_disease_pmid_associations_50,FALSE
mart_export_kidney_51,gene_disease_pmid_associations_51,FALSE
mart_export_kidney_52,gene_disease_pmid_associations_52,FALSE
mart_export_kidney_53,gene_disease_pmid_associations_53,FALSE
mart_export_kidney_54,gene_disease_pmid_associations_54,FALSE
mart_export_kidney_55,gene_disease_pmid_associations_55,FALSE
mart_export_kidney_56,gene_disease_pmid_associations_56,FALSE
mart_export_kidney_57,gene_disease_pmid_associations_57,FALSE
mart_export_kidney_58,gene_disease_pmid_associations_58,FALSE
mart_export_kidney_59,gene_disease_pmid_associations_59,FALSE
mart_export_kidney_60,gene_disease_pmid_associations_60,FALSE
mart_export_kidney_61,gene_disease_pmid_associations_61,FALSE
mart_export_kidney_62,gene_disease_pmid_associations_62,FALSE
mart_export_kidney_63,gene_disease_pmid_associations_63,FALSE
mart_export_kidney_64,gene_disease_pmid_associations_64,FALSE
mart_export_kidney_65,gene_disease_pmid_associations_65,FALSE
mart_export_kidney_66,gene_disease_pmid_associations_66,FALSE
mart_export_kidney_67,gene_disease_pmid_associations_67,FALSE
mart_export_kidney_68,gene_disease_pmid_associations_68,FALSE
mart_export_kidney_69,gene_disease_pmid_associations_69,FALSE
mart_export_kidney_70,gene_disease_pmid_associations_70,FALSE
mart_export_kidney_71,gene_disease_pmid_associations_71,FALSE
mart_export_kidney_72,gene_disease_pmid_associations_72,FALSE
mart_export_kidney_73,gene_disease_pmid_associations_73,FALSE
mart_export_kidney_74,gene_disease_pmid_associations_74,FALSE
mart_export_kidney_75,gene_disease_pmid_associations_75,FALSE
mart_export_kidney_76,gene_disease_pmid_associations_76,FALSE
mart_export_kidney_77,gene_disease_pmid_associations_77,FALSE
mart_export_kidney_78,gene_disease_pmid_associations_78,FALSE
mart_export_kidney_79,gene_disease_pmid_associations_79,FALSE
mart_export_kidney_80,gene_disease_pmid_associations_80,FALSE
mart_export_kidney_81,gene_disease_pmid_associations_81,FALSE
mart_export_kidney_82,gene_disease_pmid_associations_82,FALSE
mart_export_kidney_83,gene_disease_pmid_associations_83,FALSE
mart_export_kidney_84,gene_disease_pmid_associations_84,FALSE
mart_export_kidney_85,gene_disease_pmid_associations_85,FALSE
mart_export_kidney_86,gene_disease_pmid_associations_86,FALSE
mart_export_kidney_87,gene_disease_pmid_associations_87,FALSE
mart_export_kidney_88,gene_disease_pmid_associations_88,FALSE
mart_export_kidney_89,gene_disease_pmid_associations_89,FALSE
mart_export_kidney_90,gene_disease_pmid_associations_90,FALSE
mart_export_kidney_91,gene_disease_pmid_associations_91,FALSE
mart_export_kidney_92,gene_disease_pmid_associations_92,FALSE
mart_export_kidney_93,gene_disease_pmid_associations_93,FALSE
mart_export_kidney_94,gene_disease_pmid_associations_94,FALSE
mart_export_kidney_95,gene_disease_pmid_associations_95,FALSE
mart_export_kidney_96,gene_disease_pmid_associations_96,FALSE
mart_export_kidney_97,gene_disease_pmid_associations_97,FALSE
mart_export_kidney_98,gene_disease_pmid_associations_98,FALSE
mart_export_kidney_99,gene_disease_pmid_associations_99,FALSE
mart_export_kidney_100,gene_disease_pmid_associations_100,FALSE
